[2021-06-06 12:07:43,409] I Naver_Band.py | Naver_Band_HTH-__init__-0048 I DEBUG    > Naver_Band class start.
[2021-06-06 12:14:03,978] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1602/2918
[2021-06-06 12:14:04,213] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1603/2918
[2021-06-06 12:14:04,239] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1604/2918
[2021-06-06 12:14:04,239] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1605/2918
[2021-06-06 12:14:04,400] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1606/2918
[2021-06-06 12:14:04,449] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1607/2918
[2021-06-06 12:14:04,465] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1608/2918
[2021-06-06 12:14:04,530] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1609/2918
[2021-06-06 12:14:04,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1610/2918
[2021-06-06 12:14:04,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1611/2918
[2021-06-06 12:14:04,714] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1612/2918
[2021-06-06 12:14:04,904] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1613/2918
[2021-06-06 12:14:05,141] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1614/2918
[2021-06-06 12:14:05,295] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1615/2918
[2021-06-06 12:14:05,295] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1616/2918
[2021-06-06 12:14:05,745] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1617/2918
[2021-06-06 12:14:06,103] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1618/2918
[2021-06-06 12:14:06,238] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1619/2918
[2021-06-06 12:14:06,265] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1620/2918
[2021-06-06 12:14:06,313] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1621/2918
[2021-06-06 12:14:06,465] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1622/2918
[2021-06-06 12:14:06,514] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1623/2918
[2021-06-06 12:14:06,563] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1624/2918
[2021-06-06 12:14:06,763] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1625/2918
[2021-06-06 12:14:06,979] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1626/2918
[2021-06-06 12:14:07,238] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1627/2918
[2021-06-06 12:14:07,259] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1628/2918
[2021-06-06 12:14:07,517] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1629/2918
[2021-06-06 12:14:07,665] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1630/2918
[2021-06-06 12:14:07,665] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1631/2918
[2021-06-06 12:14:07,869] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1632/2918
[2021-06-06 12:14:07,958] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1633/2918
[2021-06-06 12:14:08,272] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1634/2918
[2021-06-06 12:14:08,355] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1635/2918
[2021-06-06 12:14:08,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1636/2918
[2021-06-06 12:14:08,801] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1637/2918
[2021-06-06 12:14:08,872] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1638/2918
[2021-06-06 12:14:08,892] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1639/2918
[2021-06-06 12:14:08,910] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1640/2918
[2021-06-06 12:14:09,073] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1641/2918
[2021-06-06 12:14:09,109] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1642/2918
[2021-06-06 12:14:09,165] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1643/2918
[2021-06-06 12:14:09,213] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1644/2918
[2021-06-06 12:14:09,213] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1645/2918
[2021-06-06 12:14:09,279] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1646/2918
[2021-06-06 12:14:09,320] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1647/2918
[2021-06-06 12:14:09,320] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1648/2918
[2021-06-06 12:14:09,339] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1649/2918
[2021-06-06 12:14:09,455] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1650/2918
[2021-06-06 12:14:09,498] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1651/2918
[2021-06-06 12:14:09,697] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1652/2918
[2021-06-06 12:14:09,776] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1653/2918
[2021-06-06 12:14:09,805] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1654/2918
[2021-06-06 12:14:09,845] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1655/2918
[2021-06-06 12:14:10,236] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1656/2918
[2021-06-06 12:14:10,509] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1657/2918
[2021-06-06 12:14:10,535] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1658/2918
[2021-06-06 12:14:10,762] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1659/2918
[2021-06-06 12:14:10,763] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1660/2918
[2021-06-06 12:14:11,177] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1661/2918
[2021-06-06 12:14:11,216] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1662/2918
[2021-06-06 12:14:11,292] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1663/2918
[2021-06-06 12:14:11,578] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1664/2918
[2021-06-06 12:14:11,743] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1665/2918
[2021-06-06 12:14:11,989] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1666/2918
[2021-06-06 12:14:12,010] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1667/2918
[2021-06-06 12:14:12,184] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1668/2918
[2021-06-06 12:14:12,297] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1669/2918
[2021-06-06 12:14:12,476] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1670/2918
[2021-06-06 12:14:12,828] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1671/2918
[2021-06-06 12:14:13,138] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1672/2918
[2021-06-06 12:14:13,138] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1673/2918
[2021-06-06 12:14:13,327] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1674/2918
[2021-06-06 12:14:13,327] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1675/2918
[2021-06-06 12:14:13,679] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1676/2918
[2021-06-06 12:14:13,782] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1677/2918
[2021-06-06 12:14:14,047] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1678/2918
[2021-06-06 12:14:14,047] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1679/2918
[2021-06-06 12:14:14,152] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1680/2918
[2021-06-06 12:14:14,438] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1681/2918
[2021-06-06 12:14:14,677] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1682/2918
[2021-06-06 12:14:14,808] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1683/2918
[2021-06-06 12:14:14,953] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1684/2918
[2021-06-06 12:14:15,278] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1685/2918
[2021-06-06 12:14:15,278] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1686/2918
[2021-06-06 12:14:15,296] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1687/2918
[2021-06-06 12:14:15,420] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1688/2918
[2021-06-06 12:14:15,451] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1689/2918
[2021-06-06 12:14:15,477] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1690/2918
[2021-06-06 12:14:15,561] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1691/2918
[2021-06-06 12:14:15,890] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1692/2918
[2021-06-06 12:14:16,220] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1693/2918
[2021-06-06 12:14:16,460] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1694/2918
[2021-06-06 12:14:16,502] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1695/2918
[2021-06-06 12:14:16,524] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1696/2918
[2021-06-06 12:14:16,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1697/2918
[2021-06-06 12:14:16,673] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1698/2918
[2021-06-06 12:14:16,792] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1699/2918
[2021-06-06 12:14:16,842] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1700/2918
[2021-06-06 12:14:16,843] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1701/2918
[2021-06-06 12:14:16,971] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1702/2918
[2021-06-06 12:14:17,079] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1703/2918
[2021-06-06 12:14:17,220] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1704/2918
[2021-06-06 12:14:17,259] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1705/2918
[2021-06-06 12:14:17,259] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1706/2918
[2021-06-06 12:14:17,358] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1707/2918
[2021-06-06 12:14:17,400] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1708/2918
[2021-06-06 12:14:17,457] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1709/2918
[2021-06-06 12:14:17,843] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1710/2918
[2021-06-06 12:14:17,861] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1711/2918
[2021-06-06 12:14:17,945] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1712/2918
[2021-06-06 12:14:18,205] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1713/2918
[2021-06-06 12:14:18,205] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1714/2918
[2021-06-06 12:14:18,205] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1715/2918
[2021-06-06 12:14:18,335] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1716/2918
[2021-06-06 12:14:18,352] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1717/2918
[2021-06-06 12:14:18,399] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1718/2918
[2021-06-06 12:14:18,897] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1719/2918
[2021-06-06 12:14:19,119] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1720/2918
[2021-06-06 12:14:19,154] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1721/2918
[2021-06-06 12:14:19,272] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1722/2918
[2021-06-06 12:14:19,486] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1723/2918
[2021-06-06 12:14:19,524] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1724/2918
[2021-06-06 12:14:19,582] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1725/2918
[2021-06-06 12:14:19,695] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1726/2918
[2021-06-06 12:14:19,782] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1727/2918
[2021-06-06 12:14:19,989] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1728/2918
[2021-06-06 12:14:20,043] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1729/2918
[2021-06-06 12:14:20,043] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1730/2918
[2021-06-06 12:14:20,043] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1731/2918
[2021-06-06 12:14:20,245] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1732/2918
[2021-06-06 12:14:20,341] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1733/2918
[2021-06-06 12:14:20,484] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1734/2918
[2021-06-06 12:14:20,521] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1735/2918
[2021-06-06 12:14:20,522] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1736/2918
[2021-06-06 12:14:20,788] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1737/2918
[2021-06-06 12:14:20,961] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1738/2918
[2021-06-06 12:14:21,000] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1739/2918
[2021-06-06 12:14:21,039] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1740/2918
[2021-06-06 12:14:21,040] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1741/2918
[2021-06-06 12:14:21,237] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1742/2918
[2021-06-06 12:14:21,378] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1743/2918
[2021-06-06 12:14:21,465] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1744/2918
[2021-06-06 12:14:21,497] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1745/2918
[2021-06-06 12:14:21,517] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1746/2918
[2021-06-06 12:14:21,847] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1747/2918
[2021-06-06 12:14:22,075] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1748/2918
[2021-06-06 12:14:22,091] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1749/2918
[2021-06-06 12:14:22,091] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1750/2918
[2021-06-06 12:14:22,155] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1751/2918
[2021-06-06 12:14:22,383] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1752/2918
[2021-06-06 12:14:22,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1753/2918
[2021-06-06 12:14:22,620] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1754/2918
[2021-06-06 12:14:23,844] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1755/2918
[2021-06-06 12:14:23,844] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1756/2918
[2021-06-06 12:14:23,923] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1757/2918
[2021-06-06 12:14:23,940] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1758/2918
[2021-06-06 12:14:24,014] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1759/2918
[2021-06-06 12:14:24,014] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1760/2918
[2021-06-06 12:14:24,034] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1761/2918
[2021-06-06 12:14:24,034] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1762/2918
[2021-06-06 12:14:24,034] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1763/2918
[2021-06-06 12:14:24,051] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1764/2918
[2021-06-06 12:14:24,260] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1765/2918
[2021-06-06 12:14:24,479] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1766/2918
[2021-06-06 12:14:24,623] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1767/2918
[2021-06-06 12:14:24,684] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1768/2918
[2021-06-06 12:14:25,038] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1769/2918
[2021-06-06 12:14:25,063] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1770/2918
[2021-06-06 12:14:25,089] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1771/2918
[2021-06-06 12:14:25,509] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1772/2918
[2021-06-06 12:14:25,672] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1773/2918
[2021-06-06 12:14:26,266] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1774/2918
[2021-06-06 12:14:26,289] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1775/2918
[2021-06-06 12:14:26,364] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1776/2918
[2021-06-06 12:14:26,409] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1777/2918
[2021-06-06 12:14:26,491] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1778/2918
[2021-06-06 12:14:26,557] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1779/2918
[2021-06-06 12:14:26,582] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1780/2918
[2021-06-06 12:14:26,667] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1781/2918
[2021-06-06 12:14:26,689] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1782/2918
[2021-06-06 12:14:26,689] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1783/2918
[2021-06-06 12:14:26,761] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1784/2918
[2021-06-06 12:14:27,130] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1785/2918
[2021-06-06 12:14:27,148] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1786/2918
[2021-06-06 12:14:27,166] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1787/2918
[2021-06-06 12:14:27,167] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1788/2918
[2021-06-06 12:14:27,198] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1789/2918
[2021-06-06 12:14:27,308] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1790/2918
[2021-06-06 12:14:27,333] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1791/2918
[2021-06-06 12:14:27,441] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1792/2918
[2021-06-06 12:14:27,485] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1793/2918
[2021-06-06 12:14:27,485] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1794/2918
[2021-06-06 12:14:27,485] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1795/2918
[2021-06-06 12:14:27,528] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1796/2918
[2021-06-06 12:14:27,624] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1797/2918
[2021-06-06 12:14:27,814] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1798/2918
[2021-06-06 12:14:27,883] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1799/2918
[2021-06-06 12:14:27,883] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0080 I DEBUG    > spell_data 1800/2918
